time,open,high,low,close,Up Trend,Down Trend,EMA,EMA,Daily Pivot,Daily BC,Daily TC,Daily R1,Daily R2,Daily S1,Daily S2,Daily S3,Volume
2026-02-16T15:20:00+05:30,25678.25,25692.75,25675.5,25687.6,25628.560648043,,25640.490747533568,25669.624918976697,25515.25,25493.175000000003,25537.324999999997,25586.2,25701.3,25400.15,25329.2,25214.100000000002,7457459
2026-02-16T15:25:00+05:30,25689.35,25691.95,25673,25682.45,25628.560648043,,25644.486866816085,25672.18993518136,25515.25,25493.175000000003,25537.324999999997,25586.2,25701.3,25400.15,25329.2,25214.100000000002,7606317
2026-02-17T09:15:00+05:30,25648.35,25664.85,25591,25612.45,,25696.64182785722,25641.435736643125,25660.24194814509,25584.149999999998,25534.85,25633.449999999997,25795.599999999995,25908.449999999993,25471.299999999996,25259.85,25146.999999999996,12388525
2026-02-17T09:20:00+05:30,25610.45,25610.45,25574.25,25579.7,,25675.367664687088,25635.556142677113,25644.13355851607,25584.149999999998,25534.85,25633.449999999997,25795.599999999995,25908.449999999993,25471.299999999996,25259.85,25146.999999999996,7219908
2026-02-17T09:25:00+05:30,25578.85,25598.4,25570.3,25592.8,,25667.495898218378,25631.484129088818,25633.866846812856,25584.149999999998,25534.85,25633.449999999997,25795.599999999995,25908.449999999993,25471.299999999996,25259.85,25146.999999999996,6046561
2026-02-17T09:30:00+05:30,25593.1,25616.5,25578.7,25612.4,,25667.495898218378,25629.666592985122,25629.573477450285,25584.149999999998,25534.85,25633.449999999997,25795.599999999995,25908.449999999993,25471.299999999996,25259.85,25146.999999999996,9132681
2026-02-17T09:35:00+05:30,25613.85,25616.65,25584.05,25616.6,,25667.495898218378,25628.422155557968,25626.978781960228,25584.149999999998,25534.85,25633.449999999997,25795.599999999995,25908.449999999993,25471.299999999996,25259.85,25146.999999999996,6056787
2026-02-17T09:40:00+05:30,25615.05,25644.75,25601.4,25642.95,,25667.495898218378,25629.805759790543,25630.173025568183,25584.149999999998,25534.85,25633.449999999997,25795.599999999995,25908.449999999993,25471.299999999996,25259.85,25146.999999999996,5588975
2026-02-17T09:45:00+05:30,25642.2,25645.65,25632.4,25641.55,,25667.495898218378,25630.92425885811,25632.448420454548,25584.149999999998,25534.85,25633.449999999997,25795.599999999995,25908.449999999993,25471.299999999996,25259.85,25146.999999999996,5587425
2026-02-17T09:50:00+05:30,25641.2,25664.4,25633.1,25662.3,,25667.495898218378,25633.912424681148,25638.418736363637,25584.149999999998,25534.85,25633.449999999997,25795.599999999995,25908.449999999993,25471.299999999996,25259.85,25146.999999999996,5067638
2026-02-17T09:55:00+05:30,25662,25675.85,25652.9,25663.15,,25667.495898218378,25636.696955663894,25643.36498909091,25584.149999999998,25534.85,25633.449999999997,25795.599999999995,25908.449999999993,25471.299999999996,25259.85,25146.999999999996,5446940
2026-02-17T10:00:00+05:30,25662.25,25667.4,25651.3,25662.25,,25667.495898218378,25639.130578934,25647.14199127273,25584.149999999998,25534.85,25633.449999999997,25795.599999999995,25908.449999999993,25471.299999999996,25259.85,25146.999999999996,6844539
2026-02-17T10:05:00+05:30,25662,25671.85,25656.95,25665.45,,25667.495898218378,25641.637190464095,25650.803593018183,25584.149999999998,25534.85,25633.449999999997,25795.599999999995,25908.449999999993,25471.299999999996,25259.85,25146.999999999996,6760074
2026-02-17T10:10:00+05:30,25665.8,25682,25659.4,25679.25,25593.77450165549,,25645.219362800846,25656.492874414547,25584.149999999998,25534.85,25633.449999999997,25795.599999999995,25908.449999999993,25471.299999999996,25259.85,25146.999999999996,4563491
2026-02-17T10:15:00+05:30,25679.4,25692.4,25666.15,25690.7,25602.167051489945,,25649.55085205791,25663.334299531638,25584.149999999998,25534.85,25633.449999999997,25795.599999999995,25908.449999999993,25471.299999999996,25259.85,25146.999999999996,4141295
2026-02-17T10:20:00+05:30,25690.45,25698.15,25687.55,25694.65,25620.272846340944,,25653.846009004774,25669.59743962531,25584.149999999998,25534.85,25633.449999999997,25795.599999999995,25908.449999999993,25471.299999999996,25259.85,25146.999999999996,5420524
2026-02-17T10:25:00+05:30,25694.6,25728.5,25692.05,25724.4,25634.020561706853,,25660.565436718603,25680.557951700248,25584.149999999998,25534.85,25633.449999999997,25795.599999999995,25908.449999999993,25471.299999999996,25259.85,25146.999999999996,5827920
2026-02-17T10:30:00+05:30,25724.1,25730.35,25706.15,25710.5,25642.361005536168,,25665.32110941207,25686.546361360197,25584.149999999998,25534.85,25633.449999999997,25795.599999999995,25908.449999999993,25471.299999999996,25259.85,25146.999999999996,4747353
2026-02-17T10:35:00+05:30,25709.95,25710,25691.95,25692.8,25642.361005536168,,25667.938146610923,25687.79708908816,25584.149999999998,25534.85,25633.449999999997,25795.599999999995,25908.449999999993,25471.299999999996,25259.85,25146.999999999996,3705919
2026-02-17T10:40:00+05:30,25692.45,25697.35,25657.2,25661.3,25642.361005536168,,25667.305942171788,25682.49767127053,25584.149999999998,25534.85,25633.449999999997,25795.599999999995,25908.449999999993,25471.299999999996,25259.85,25146.999999999996,4593870
2026-02-17T10:45:00+05:30,25661.6,25668.05,25642.75,25656.65,25642.361005536168,,25666.29109053638,25677.328137016422,25584.149999999998,25534.85,25633.449999999997,25795.599999999995,25908.449999999993,25471.299999999996,25259.85,25146.999999999996,3724898
