time,open,high,low,close,Volume
2026-02-19T14:05:00+05:30,25552.55,25568.4,25545.3,25566.65,3655120
2026-02-19T14:10:00+05:30,25566.1,25577.45,25559.9,25571.4,3579064
2026-02-19T14:15:00+05:30,25570.9,25601.7,25568.3,25598.6,4909081
2026-02-19T14:20:00+05:30,25599.75,25609.95,25571.15,25580.95,5885727
2026-02-19T14:25:00+05:30,25579.65,25580.45,25544.9,25547.1,2722053
2026-02-19T14:30:00+05:30,25545.85,25572.05,25545.85,25564.55,2771802
2026-02-19T14:35:00+05:30,25564.05,25575.55,25561.15,25567.9,2707443
2026-02-19T14:40:00+05:30,25568.15,25573.15,25518.2,25518.25,4367946
2026-02-19T14:45:00+05:30,25517.55,25522.2,25488,25515.9,6716065
2026-02-19T14:50:00+05:30,25513.85,25525.6,25512.2,25522.7,3726295
2026-02-19T14:55:00+05:30,25520.55,25535.4,25511.1,25523.35,3814376
2026-02-19T15:00:00+05:30,25521.75,25521.75,25465.8,25504.65,14850145
2026-02-19T15:05:00+05:30,25504.4,25512.3,25448.6,25489.4,11356460
2026-02-19T15:10:00+05:30,25488.05,25498.95,25440.25,25447.6,12562620
2026-02-19T15:15:00+05:30,25447.55,25447.55,25407.8,25410.15,12192775
2026-02-19T15:20:00+05:30,25410.3,25412.95,25389.75,25404.45,11560541
2026-02-19T15:25:00+05:30,25403.45,25419.3,25388.75,25416.45,11431974
2026-02-20T09:15:00+05:30,25400.3,25485.85,25386.2,25452.9,15866714
2026-02-20T09:20:00+05:30,25453.25,25479.45,25431.55,25431.55,6604678
2026-02-20T09:25:00+05:30,25432,25432,25379.75,25382.1,5791912
2026-02-20T09:30:00+05:30,25381.75,25468.85,25381.75,25466.35,5887185
2026-02-20T09:35:00+05:30,25466.6,25479.4,25456.7,25469.15,6840664
2026-02-20T09:40:00+05:30,25469.45,25486.9,25450.35,25482.3,3950220
2026-02-20T09:45:00+05:30,25481.65,25515.35,25480.6,25507.9,3906639
2026-02-20T09:50:00+05:30,25508.05,25524.4,25496.6,25504.05,3151530
2026-02-20T09:55:00+05:30,25503.9,25524.7,25498.55,25520.8,2905012
2026-02-20T10:00:00+05:30,25520.25,25523.45,25491.95,25496.35,3793773
2026-02-20T10:05:00+05:30,25497.45,25512.6,25468.95,25475.1,3828714
2026-02-20T10:10:00+05:30,25475.4,25501.8,25474.3,25480.45,3654285
2026-02-20T10:15:00+05:30,25479.9,25543.7,25479.9,25538.05,3099457
2026-02-20T10:20:00+05:30,25538.55,25555.05,25531.5,25544.85,3111954
2026-02-20T10:25:00+05:30,25543.75,25572.65,25543.75,25550.8,3068343
2026-02-20T10:30:00+05:30,25550.95,25578.5,25550.95,25570.85,3103037
2026-02-20T10:35:00+05:30,25570.5,25578.4,25564.15,25578.4,2752169
2026-02-20T10:40:00+05:30,25576.65,25603.8,25576.3,25596.65,2743067
2026-02-20T10:45:00+05:30,25595.6,25606.5,25581.95,25588.75,2963987
2026-02-20T10:50:00+05:30,25588.85,25593.95,25577.05,25587.95,2548450
2026-02-20T10:55:00+05:30,25588.3,25593.85,25574.05,25584.2,2622678
2026-02-20T11:00:00+05:30,25584.85,25590.3,25569.3,25579.2,3058029
2026-02-20T11:05:00+05:30,25579.55,25586.35,25564.85,25571,3017372
2026-02-20T11:10:00+05:30,25570.4,25583.9,25560.75,25561.85,2909604
2026-02-20T11:15:00+05:30,25561.7,25582.95,25561.7,25577.8,2616018
2026-02-20T11:20:00+05:30,25577.65,25583.2,25562.15,25568.85,2988491
2026-02-20T11:25:00+05:30,25568.4,25597.05,25563.4,25585.5,3175969
2026-02-20T11:30:00+05:30,25586.2,25602.6,25580.25,25593.9,2561934
2026-02-20T11:35:00+05:30,25593.25,25605.2,25586.05,25599.65,2306208
2026-02-20T11:40:00+05:30,25599.75,25607.2,25595.45,25600.85,2463685
2026-02-20T11:45:00+05:30,25600.25,25620.7,25586.95,25592.4,2766101
2026-02-20T11:50:00+05:30,25592.3,25600.85,25582.65,25583.85,3152167
2026-02-20T11:55:00+05:30,25583.6,25610.75,25581.1,25598.15,2145798
2026-02-20T12:00:00+05:30,25597.8,25602.05,25580.55,25587.3,2203591
2026-02-20T12:05:00+05:30,25586.75,25594.05,25582.8,25592.8,2737714
2026-02-20T12:10:00+05:30,25592.45,25604.5,25591.2,25603.1,1996785
2026-02-20T12:15:00+05:30,25602.45,25640.1,25602.1,25634.9,4252454
2026-02-20T12:20:00+05:30,25635.2,25651.55,25635.2,25648.1,3775730
2026-02-20T12:25:00+05:30,25648.05,25663.55,25646.65,25653.45,4547372
2026-02-20T12:30:00+05:30,25652.95,25658.35,25640.6,25643,2957656
2026-02-20T12:35:00+05:30,25643.35,25649.2,25632,25632.75,2654207
